text,is_toxic
"Кошмар,по другому не скажешь, куда катится мир",0
отвратительно. Все так и выходит!(,0
К ЧАЕПИТИЮ-ТО МОЖНО ПРИЙТИ - А ТО ДОМА Есть НЕЧЕГО((,0
"Да ниоу меня концерт через полтора часа,а ты ((((((я очент тут волнуюсь",0
Теперь буду весь день грустный ходить,0
щас бы как напилась....только вот повода нет((,0
Я приеду и сделать что-то не хорошо с Ксенией!! Мне стыдно :(,0
"Теперь я выгляжу, как чмо и еду в уни. Доклады то я сделала кое-как. Но, блин, моя группа ужасная. :(",0
Ура встану завтра во сколько захочу!ПРЕДНОВОГОДНЯЯ УБОРКА,0
"Тигр на свидании,а я смотрю фильм с жекой(((",0
"Гулять вообще не с кем, все дома засели, скучно(",0
Аааа как мне лень учить,0
"Я хочу танец без женщин и все меня не волнует, чего они там увидели",0
Круто день начался!!!ЭТО ПРОСТО ПИпеЦ(((так меня давно никто не подставлял(я в шоке блин!,0
Не буду на этом зацикливаться,0
У кого то завтра уже каникулы начинаютсяа у неудачников нет :(,0
И извращенство,0
Мне плакать хочется от того что у меня нет настроения (,0
меня очень злит то что я не могу его увидеть уже 3й день!! Жесть какая злая Яна.. что ж за хрень??:(,0
Это норма? Что делать то блин(( я ничего не учила и вообще я глупая,0
Я выше чем сихун(9999((999((((999999,0
"Контыч не работает, как так?",0
"Не хочу делать географию, но и наказания не хочу.Чо делать?(((",0
2го января временно меняем свой любимый южный штат на курорты Краснодарского края(( девушки будьте загорелыми,0
"Я плохая из всех плохих!(((Господи, прости меня....прости меняяяя(((",0
"да вообще, всё настроение испортили, простите...",0
"Мама спалила, теперь конец мне и не получу новые угги(",0
как так вышло,0
Вставать на каникулах в 7 утра мне не нравится,0
я стонотаФу самой противно,0
это просто ужас:(но надо уметь быть позитивом во всем!..,0
"Лента,через 7 минут мне вставать",0
"они поют: "" Великолепные мои слёзы""",0
"Я ОЧЧЕННЬ ГРУСТЕН, МЕНЯ НАСТИГЛА ПЕЧАЛЬ",0
"Одна четвёрка, так обидно, ещё и по татарскому она:(((",0
"Зуб болит:( плохо, а у тебя как?",0
Ты что разлюбил меня?,0
Нет! Я забыл! Я плохой человек.,0
Валю сватают с классным парнем ну и иди вообще тогда,0
"Мне нравится, как все спокойно едят и даже не думаю, где Тамсин?!? Сумасшедшие!(",0
ну Герман вообще что сделал(,0
"Вероша. иди уже в школу, скучно без тебя:(",0
"дайте мне мою любовь:((И отвлеките от этого парня,который надоел мне сообщениями вк((",0
Я одна на физике. Никого нет. Не надо так,0
Не дальновидны они( пожили бы на наши 300тыщ на всю жизнь... Очень бы приветствовали Каддафи !,0
"Ты даже не пишешь (только тут тебя и можно найти,а я вот скучаю",0
У вас так весело((,0
Где ты живешь? Я тоже хочу чтобы они к нам приехали,0
КУПИ САПОГИДИ  ОН МНЕ НЕ НРАФКИ((,0
Я не могу. Россия страна возможностей,0
"почему в жизни все так плохо? стараешься привыкнуть ко всему этому, но не получается.",0
"Брат приедет через 5 дней, я как представлю нг без него то сразу плохо(",0
Можно одновременно любить и ненавидеть одного человека ? — отстань ты все равно лайки не ставишь,0
Ты меня спалила((( — По поводу телефона что ли?хахахда ладно тебе,0
Только я могу обжечься об лампочку,0
Там 5 гигабайт,0
"Моя подруга, наверное, в кого- нибудь влюбленна или хочет выйти замуж и нарожать кучу детей",0
"Мой маленький страх: увидеть тебя в чужих руках страх сбылся.....АААаааааа,неееееет(((",0
Сильно болит голова. Не стоило так много пить.,0
"Где снег, я спрашиваю",0
Нет Ира жди меня я позже выйду,0
Как мне все надоело!!!((хочу отдыхать!!!!!!!!,0
Ксюша Продинамила такого мальчика,0
"Удивляюсь... Что со мной?!! Очень много курю.Уже болит голова, но в то же время, становится легче",0
"Вот школа воров. То форму украдут, то сегодня шапку украли",0
Ни куда не пойду. Температура. Но хочу узнать кто это.,0
Не гони меня,0
"я сижу днями дома,вышла на тренировку прошлась ,как говориться  и теперь болит горло(",0
Мне кажется завтра будет много народу,0
"Не настроение, а какой-то кошмар.",0
Вы мне дадите досмотреть уже этот фильм,0
не надо только ее ретвитить(,0
"волосам конец, стричься нужо СРОЧНО!!! Красное море высушило их((",0
"Плачу,хочу джелену(((((( ррр ДЖЕЛЕНА ФОРЕВА ДЖЕЛЕНА ВЕРНИСЬ",0
Еле стащила себя с кровати.. ленивая до ужаса(,0
Все мои одноклассники ки вроде получились нормально на фото с общей фото-сессии. Только я себе не нравлюсь,0
"После экзаменов мы все будем пить- только кто то с горя, а кто то с радости",0
Боже....боже...боже... одна чёртова тройка по физике.:((,0
Как только забудешь про него— он тут же это почувствует и объявится.,0
из Испании прилетела вставала в 5ч утра,0
Я на всех фотках не получился(лучше вообще не фоткаться.н и к о г да,0
Но сегодня обсуждать в твиттере не буду.Зарядки нет почти(,0
Зеда не будет в 4 утра по товар в Киев едет. Печаль.,0
Сегодня на тренировке придавило левую ногу на жими ногами 200кг делал икры и одна нога соскользнула,0
"Пожалуйста скажите как избавиться от этого? Я перезагружал, я и удалял, я и пытался всё что можно сделать",0
Мы довели Дениса,0
На Деда Мороза амнистия не распространяется“ ДАЖЕ ПРИ БРЕЖНЕВЕ ТАКОГО НЕ БЫЛО!!!! (((((,0
Эх толстые мы: я вообще полная просто.,0
Моя подруга назвала Майли женщиной лёгкого поведения. Не подруга ты мне больше *втихоря*:(,0
Кошмар я кароч нафотошопила себе тут все: (((((( на самом деле я некрасивая в жизни,0
у кого есть знакомый ветеренар???( срочно нужен,0
"Солнышки, нас вилочки не дали",0
зубы мудрости снова решили продолжить расти,0
Посмотрев РТ по математике поняла что я ничего не знаю,0
Новый год ты будешь плохим,0
"Ой, что это?????",0
"Конец( ночью ждал хорошую знакомую, выпил кофе и уснул ((( я такое упустил... Целый день буду расстроен и совсем не доброе утро(",0
Ты уже уехал.А я даже не успела с тобой попрощаться,0
Почему сооон? Что за ерунда! Печалька:(,0
"Ну кто придумал фразу"" Что не делается - все к лучшему!"" Очень редкое оно к лучшему! (((",0
А Леви любит Ирвина!,0
"Уехала,оставив меня на этом дне",0
его уже разогнали и всех наказали(,0
"В среду сдавать математику, но мне, как обычно, всё равно, я лежу курю",0
И попа у меня маленькая.,0
Сдала математику... Завал с английским(((,0
"Блин, надоело притворяться, мне не хорошо, мне плохо, очень плохо(уже неделю",0
"Я еду в лагерь, очень боюсь",0
Даше даже все равно что я ей подарок купила. Теперь ничего не подарю,0
"Не смотря на твоё поведение , прошли сутки , а я соскучилась . Не ожидала",0
Я тоже завтра выступаю на концерте,0
"Ну вот, а я хотел похвалиться, а вы актрису эту не знаете :((",0
Что то совсем я расклеился ( начал слушать Лирику ( грустняки короче(,0
"Досвиданья,пока.",0
Разбей моё сердце тебе же всё равно на меня и моё сердце,0
Лера!!! Уезжает(((( я буду скучать ;**,0
-Скажи 300!-Три сотни.(((,0
Вот же.я так пишу,0
муж жене какого теща приезжает? какого что? числа или зачем?,0
Ну что ты такой обломщик ((((,0
"Печаль надоела, ерунду вы несёте постоянно( бесит",0
ахахахах...сломалось лезвие..придется доделывать курсачи и сдавать их...((,0
так побили на ногах не могу стоять,0
"Так скучаю по ней, но ей наплевать на меня.",0
Друг надоел звонить,0
Он теперь номер 1 в моих друзьях((999(,0
Физкультура,0
Как же тяжело быть Нано-Рейнджером,0
вступили за меня в сотню ненужных групп(((,0
"Олимпийский капец по Русски, как он есть!!!(((",0
"Ааа мне сказали, что я страшная, уродливая, некрасивая,... В общем, у меня лицо страшное((((((( Блин, так обидно...",0
С меня требуют деньги на класс. Это было мне на сигареты,0
ИНАЧЕ ТЕБЯ НАКАЖЕТ ФИДОТ(,0
да.. Так и знала(((пойти на принцип что ли?,0
Блин...у меня классеые стирающие ручки пересохли((( печаль((( почему ж я раньше не заглянул?!! Я как всегда неудачник(((,0
Сирожа перечислил 3 из песен никельбэк которые мне нравки(((,0
"Ахаха, это да, забрал наших курсантов(",0
"Я очень рассержена из-за того, что мне трубу газовую обрезали не так. Отдала 5 тысяч за счетчики, а труба торчит над столом!",0
"я пришел домой на улице -40 градусов,даже с 4 колготками мне очень холодно,винтер ис коминг,на стене не одобрят",0
я на работе (и если честно так устала...,0
Не надо мне тут Билана((( Я пою великолепно,0
"Грызу гранит науки, скоро зубы сломаю",0
я упал а мама решил меня придержать и короч упал вместе со мной ну я то привык падать и зажал а мама не смщно(( обидка,0
Плохой день.. Я как сурок сонный ((((((((,0
Я обиделся,0
Ну все теперь ты в армии(,0
Хорошая зима! Ходу в кросах легкой кофте и в осенней куртке это ужас,0
"Если ты не любишь сою работу, что ты там делаешь? Невежливые консультанты, я снова превращаюсь в халка",0
"Отсняли, плохо получилось, я не фотогеничный",0
"Э, я тоже недотепа, значит мы не нашли друга друга? ((",0
я ощущаю себя одинокой одиночкой,0
"Последний Новый год в школе выдался на славу , спасибо всем ученикам ! Я буду скучать по вам .",0
"Черт, я ничего не умею...",0
как же я за тебя сейчас переживаю и боюсь (,0
блиииииииинмне леньки переписывать алгебру=(ахахаха вот я ленивая!!!,0
"Надоела математика, решил побить кого-то в гта, подбежал к парню и дал ему в ухо, а он достал ствол и убил меня.;(",0
"Хочу спать, Барышев меня разбудил",0
По-моему я нравлюсь только некрасивым.,0
нога ужасно болит( походу вчера и вправду было весело,0
"как только ты заболела, так сразу ерунда началась((",0
"О нееет, мой Шеепс!",0
"Ты не зеленка, это я зеленка",0
"Ни чегосказать нельзя, трепаться лишь только умеешь больше нечего (Все настроение с утра испорчено из за тебя",0
"Беда, я Сашу только через неделю увижу,аааааа,я ж с ума сойду((",0
планы накрылись...((( я просто победитель по жизни..,0
Зашла в тралик полный тралик и поняла что дым не выдохнула,0
ты самый лучший в моей жизни,0
Все взбесило! Крик души!,0
"Не согласен,вот что(((((((((",0
"Это сила безразличия.с теми,на кого не все равно,я так не умею",0
"Учитывая то, что я по нему скучаю очень сильно, поэтому не капец, а просто звездец",0
"чего я всем не такая ?(я всегда плохая со всеми поссорилась,зачем так",0
"а я так надеелся, что меня дропнут(",0
"Уже 18, как сводки с фронта",0
"Кошмар, кошмар, кошмар... где ты, мой малыш? (",0
А сейчас мне под вечер испортили настроение,0
"Это кошмар,а кошмар не лечится!(",0
НЕЕЕЕТ ПОЧЕМУУУ ГЕЛААА НЕ ПОКИДАЙ МЕНЯ,0
а еще обозвала меня,0
убирайся быстрее мне скучно :(,0
"Так и знал, что пароль менять надо. Не нужна такая",0
Завтра еще общество ;(Думаю будет полегче,0
"Грустно, девятый новый год, сейчас плакать буду.",0
"В понедельник домашнее задание по английскому в школу нести. И еще пробный - 2. Вы что, писать разучились? Изложение с сочинением прочитать не смогли.",0
Лютый ты вообще плохой,0
"Я одна мечусь между кем и где отмечать новый год? Вариантов много, что делать. В клуб неохота.",0
почему ты такой тривиальный?Ты проста ни хочишь со мной разговаривать((((89999(((999,0
Ужас. Узнала о происшествии в Волгограде,0
"Кадырчик! . с делай их акцент на глаза, из бесконечности шевеля челюстями произнося  ""Пооочему"" ((  да и вообще смотрится не супер.",0
Меня огорчили,0
Зря ты бросил курить...,0
"Кашкан молодец. Сдала курсовую, а нас наказывают...",0
"Всё в порядке, ребята",0
Игорек плохой человек,0
"Этот твиттерский зазнался, никому не отвечает, а ещё он меня анфолловил, поэтому он плохой человек. Фолловеров купил.",0
"Только зашла в лицей, парень незнакомый меня шлепнул, а другой, тоже незнакомый, хотел мою обувь стащить.",0
Все равно флажок Сочи 2014 не дали. Жадные,0
Я не люблю это ГИА!!!!!!!!!!!!!!!!Просто но надо делать,0
"Я один, а все такие большие и все так не дружны. Обидно, что наши такие скучные",0
Всё равно люблю этих двух,0
"Как можно, Никкун, почему он сейчас так похудел? Но главное, что здоров. Красавцы!",0
"ой, как же я понимаю тебя((я хочу избить таких людей..один парень в классе всегда так делает",0
С Катюхой умираем (( как все надоело,0
Обо мне никто не напишет в ТС. ИБО Я депрессивный.,0
мне нравится твой фон  в твиттере,0
"Привет с: Кто у тебя там не спокоен, у меня есть успокоительное",0
"не спорю, я тоже эгоистичная, но я не делаю как надо мне и без разницы на других, типа вынь да положь, не надо так(",0
Надо было на юп поставить сразу эту гифку,0
Твит от Сотки пришел со звуком неприличным... А я в этот момент сидел с мамой на паре,0
"ооо всё ..понеслись твиты:""я ненавижу новый год""""надоели  со своим весельем""""сжечь сантууу""негатив один от таких людей .фу:(",0
За самое больное сама себя задела. Ну зачем,0
"Взял и испортил настроение, плохой ты человек",0
:-(((не ври ты знаешь,0
"Сашка, слышала бы ты , как он поёт.",0
"на новый год дома буду , с родными , как то перехотел наблюдать пьяные лица",0
Руки Вверх - Алёнка Суровая песня о девушке,0
"Все как все, а мой Дима особенный...",0
"Бегу, бегу! Но я не дойду((я уже Сендик сказала и скажу ещё сто раз, во всём виноваты мужики",0
"Ахахахах, ну да ... Я глуп и меня все осаживают:((((( я всех боюсь:(((",0
"Даже мама на фотографиях заметила, что я поправилась, я в печали",0
Ну надо же было так обложаться( Я глупая,0
"Курага вас любит, а вы её нет",0
Реву ((зачем напомнил?,0
то есть Моффат все таки плохой…. БЗСХДНСТ : ((,0
Он хотел себя кастрировать. Как мы смеемся.,0
"Откуда ты такой нехороший? Не знаю, родился такой.",0
Потому что школа плохая (,0
"Вроде всё сдала, вроде еду домой к любимым, вроде нг, а вроде блин пипец ЛИШЬБЫБАЛЫНАБРАЛИСЬ",0
"Темнокожий баскетболист пытался убить меня, нет даже хуже, поработить(( днём спать зло",0
кроме как об этих двух женщинах лёгкого поведения больше не о чем рассказывать? Плохо уже(,0
брагинский Япончик не положили мне соус,0
Я ТУТ ПОЗДРАВЛЕНИЕ НАПИСАЛА ВАМ А ОНО НЕ ГРУЗИТ(9((9,0
"хочу скачать этот трек, но не знаю как. и как я вообще попал на яндекс?",0
"Сама ты такая, я заснуть из-за этого не могла. Дом аж дрожал",0
"Он коньки не взял, я на своих буду.",0
"Да уж, вот это Новый год, полный атас, главное любимого поздравила",0
я проснулся. это норма. пить вообще надо было меньше,0
"Ага, Приезжай в Кировоград и удивись. Здесь, сильная слякоть, да ещё и туман.",0
"Плохо конечно смеяться над этим, но я засмеялась. Простите. Пхаха:(",0
Я Лузер ВАСЕК(((((( Ну блиииин :ссс - Непотребства ПО ТЕЛИКУ! АЗАЗЭЛЬ. Удивительно. Удивииительноооооо. —,0
"Сейчас 5:02 и Саша пошел на работу, вот ему надо вставать рано",0
Отлично... один  испортил всё настроение в прах..((,0
Взрыв в Волгограде произвела террористка-смертница,0
А что ты хотел? Единорогов и колбасы. Я не знаю почему колбасы,0
"А че меня не позвали? Небось там сиги курите а они подорожали, мне не оставили наверно",0
Ну сколько можно ходить туда-сюда?? (,0
"Ты ничего не знаешь, зачем пытаться казаться круче?",0
"Завтра днюшка , а настроения нет..Вообще  нет((Нищеброд я",0
"почему я упала, я не должна падать... мне нельзя",0
"Игорь, перестань менять электронный адрес, я устала био переписывать",0
"Нет, я плохо выгляжу, не хочу что бы меня так видели",0
"У нас классный руководитель руку ломала, но в школу все равно ходила. Обидно.",0
О ГОСПАДЕ Я ПОЖИРНЕЕЕЕЕЛАААААААААААААААААААААААSOSПРЯМ К НГ:((((((((((((,0
"Испортили нг ещё и не отпускают, плохо:(",0
А я не верю,0
Вот ну почему человека которого я люблю нет здесь:((,0
"Я кукла, и по-другому не выходит :(",0
"Я наверное единственный человек, который не смотрит Шерлока",0
"Влюблен в слово ""бывает"", ибо оно везде уместно.— бывает!— У меня кот умер :(— Бывает!",0
"АААА.... Я штаны свои любимые, об диван порвала(((((((",0
Поспать 4 часа - это нечто. Как же плохо сейчас.,0
Вот у меня есть такой. Но он хочет со мной секса:|,0
да здесь все так плохо,0
"Я из Новосибирска. У вас там дожди, мне тебя искренне жаль",0
Это я  соскучилась сильно,0
Это он меня ударит,0
"Пьяная, счастливая",0
"да-да, я уже обожрался всей этой ерунды, а все не хватает смелости правильно к Юкико подкатить :(",0
такая ностальгия,0
"Жизнь 9((((((((((правда я сама не поняла что сказала, ну ладно",0
Расовая дискриминация,0
Так плохо мне ещё никогда не было:(,0
я устала с тобой ругаться пойми я очень люблю тебя и скучаю,0
"Та ты шо.. Смотрю на фотки тех, кто уже женился.. Как же время идет, помня этих людей малыми, как сам, неужели мы взрослеем и движуха закончится",0
Лукашин ты что- у меня просто ключ подошол,0
скажите мне чтоб вышел из твиттера,0
"Бедный Волгоград, сегодня опять взорвали",0
"Нет, правда не курю. Просто скучаю очень(",0
мне так то бы пожрать и учить хвосты но у меня же книга и тупы лень((,0
"Теперь на лице, наверно, шрам от кошки будет(((",0
Лимп Бизкит :((Жизнь мне сломали :(((,0
это нога! мы сломались в Емецке и уже третий час тусим по кафе :( здесь даже снеговики с…,0
Опять потянулся и опять порвал рубашку(,0
"Ой ой ой, что же мне будет?(((((((",0
"Я хочу, но это далеко.",0
Когда я вырасту мама я тебе расскажу о всех приключениях что мы сейчас творим а пока тебе лучше не знать,0
"Все, 25 лет жизни напрасно( извините,  если грубо (",0
"Холмогоров хороший! Ну елки- палки, а(",0
Я неудачник,0
Как же они меня бесят.как их прогнать?,0
Ему все равно( я докопалась),0
Ооо! Пират - настоящий мужик! А моя с Кеном спала((,0
"-А ты чего с отвёрткой? 
- Нож забрали
Ахаха",0
"Блин Бабушка пришла. Пока , Лёнт",0
"Нет ни пошёл мы решили не идти, ибо я в джинсах без колготок и замерзну",0
Сошли сума,0
Обида замучила,0
"Я просто сказал, что мне не нравится Селена. А капсом я всегда пишу.. почему на меня гонят?(",0
Идите со своим дождем,0
хватит у меня нет мороженого (((((((((((((((((((,0
"Племяш, я уехала. Тут очень плохо с интернетом",0
"Прочитала письмо Охлобыстина к президенту. Жаль,что Ваня оказался таким нехорошим человеком",0
"Как же мне жаль елки... Их много осталось, а никто не берет и не возьмет...",0
"Лёша, зачем ты меня разбудил?",0
Дома все прошлогоднее,0
как же хочется туда,0
"Через 20 минут, мои друзья накинутся, а я в туалет хочу :|",0
"Не дает ни подтвердить, ни удалить новый блог..",0
я б в школке ерундой не занималась(((,0
Я вчера 21 к потерял. Грустно,0
Спасибо за настроение,0
"Ну ты чо такое? Я тут придумал шутку, А ты ""ок"", я тебя хочу, может начнём уже, не?",0
ааааа !!!нет настроения(,0
"да, Жириновский не заменит императора:(",0
"Всем безразлично на меня, хотел посвятить картину кому-нибудь но увы никто не сделал",0
Снежком в лицо не очень приятно,0
Кто не идёт на каток? Аня не идёт на каток:(,0
"Хочу спать, а если лягу, будет плохо",0
"Сочуствую тебе!!Зови Артемона пусть выручает,мужик он или не мужик,тут даме помощь нужна!!",0
Плохо как то((( што делаешь?,0
"Теперь вообще нормальных отношений не будет никогда. Только из-за того, что я хочу быть с одной",0
"зелье ядреное! Мы всегда тебя с олеськой пугали и обделяли, но без тебя было очень плохо играть :( прости нас за бабку ахахах",0
"Нужно учить билеты , а я нечего не учу",0
Опять это неудовлетворительное состояние((,0
Я пропустила день рождение одного друга. Да простят Боги за такой поступок...,0
они не скобочки,0
"Спать хочу ужастно ,...",0
"Я бы сейчас съел целую тарелку этого васаби, лишь бы мне трансляцию включили(((",0
Я с этим глазом на аватарке в исксбокс лайве с две тысячи восьмого года!,0
"Честно говоря, я не понимаю сколько можно подрывать неповинны людей. Отвратительная война с непонятными целями. Как страшно",0
Уже сегодня вечером на меня будут клеветать,0
"как,  мне плохо.  Тяжело болеть. а вечером делать дела надо(",0
Я тут подумал. ЕСЛИ БЫ НА КОНЦЕ ГВОЗДИКА НЕ БЫЛО ПЛАСТМАССОВОЙ ШТУЧКИ МЕНЯ БЫ ударило ТОКОМ И Я ДАВНО ЛЕЖАЛ В МОРГЕ. Замечательный нг был бы,0
"да,я те твит нг посвятил((",0
Его там не было.,0
Он не позволяет мне переписывать конспект.,0
Эй ты ! Зачем мужик над собакой издевается ?! ;(,0
Миша устроил нам день наоборот. Перевернул тумбочки и мой чемодан. А еще конфетки съел.,0
"если я щас не найду эти таблетки, то завтра мне капец, сядет голос и гулять не пойду(",0
"Вот опять. Мне надо учить химию, а я бездельничаю(",0
"Я разревелся, что не попал на грейсов. Адам вернись, мы все простим",0
"тут вот  натурщиком подшабашил, а   меня почему ни разу не звал? :(",0
Даже времени нет пост твитнуть,0
Есть информация что завтра вы будете питаться некачественной пищей,0
"Мартини напилась и сверху шампанского, мне так плохо",0
"Жаль,очень жаль! Мир полон девушек лёгкого поведения!P.S. Это моя одноклассница(",0
Опять свет вырубали!,0
"Очень болит копчик. ( Тисленко, хватит меня бить!!!",0
"Плохо видеть не очень. Шла домой со мной кто-то поздоровался, а я даже не знаю кто это был",0
Ну завтра эта кошка у нас будет (( не хочуууу Мне двоих собак хватает,0
"обновление тви для андроида:ОО, ДИЗАЙН КРУТЕНЬКИЙ ГДЕ ОТКЛИКИ?О, КНОПОЧКИ ПОМЕНЯЛИСЬГДЕ ОТКЛИКИ?!?!?!?!ЗАЧЕМ ЭТА КНОПКА?ОТКЛИКИ(",0
"Люди, оставте меня в покое со своей учёбой, у меня праздники, дома, с семьёй. Я не хочу слушать про ваши подготовки к экзамену",0
"Такие страдания у нас с Махой, просто слезы",0
Почему вы ретвитите этот твит?,0
"Но меня очень возмущает, что ты против меня все перевернул! Надо было иначе!",0
"Ранили голову. Лежу в больнице, забинтовали, заснуть не могу, все время думаю о тебе. Ты для меня одна",0
"Мы любим тех, кто к нам равнодушен",0
"КАРПОВ,ПРЕКРАТИ РЕТВИТИТЬ ВСЕ ПОДРЯД ЛЕНТУ НЕВОЗМОЖНО ПРОЧИТАТЬ",0
Вот ты плохая,0
Встала в 7 вечера( Надо поесть и идти спать дальше(,0
"ВНАТУРЕ, только потом все губы опухнут :((( не не пойду",0
"Роберт, ты был моим кумиром(",0
"спала спокойно не к кому не лезла, заставили выйти к гостям(",0
"Знаете, я уже устал таскать за Дашей все её вещи :(( она даже велосипед в меня сует!!!",0
так плохо...а руки поднять даже не могу...(,0
"Ты издеваешься?ахахаа Жанна,не хочу в школу,отстань от меня",0
"вроде за прозу взялся, а тут дороги и аллеи попёрли. снежки атакуют, пишу романтику, называется(((",0
Чувствую новый год будет не очень,0
"посмотрела его обращение к родителям, он и пары слов не мог нормально связать, хорошо обработан",0
"Соседи... Уйдите со своей громкой музыкой, умоляю",0
все меня предали......Юля замучила....Оля с Юлей......Ярик к Стеше ушел......Стеша с Яриком...,0
баба и дед болтают без паливно  о костюмах в которых их хоронить будут ((((,0
И Настя и Ваня на меня сильно обижены,0
Я не школьник достали,0
Сабинаааааааа((((((((,0
Сильно заболела. Даже вставать неохота,0
почему у меня волосы плохие? я хочу классные волосы :-(,0
Ужас мне сны сняться. После таких сразу в дурку.,0
Счастливый день... Не то что у меня,0
как я замучался объедаться всякой ерундой с НГ,0
Опять +3? Что же это такое,0
"У этой девчонки волосы, как у брук Кэнди очень длинные и розовые",0
Почему нет такого человека которому я могла бы доверится,0
Ех…кот ушёл из моей жизни. Походу навсегда,0
Ссорится не хотела. И надеюсь это не так,0
"вам хоть звонят,а мне нет:(",0
Там какие-то девушки с ними в одном домике:(,0
"И везде, везде он меня пугает! Мне уже кошмары снятся!",0
"Хотела фамилию на настоящую поменять, написать латиницей, а они не дают. Ну и мне все равно",0
"и кристина не могла позвонить,вот сколько денег то пропала,я даже половины еще не отходила((",0
PLEAAAAAAAAAAASE FOLLOW ME :(,0
Ну почему я не знала,0
"не трогайте мою овечку, это моя игрушка:( и так всегда",0
Ну что ты вышла? Только написать тебе хотел,0
"Аааа зачем будить в 9 часов утра, чтобы  просто сходить в кино? (((",0
НЕ ХОЧУ НА УЛИЦУ но отец придется идти : ((,0
"Кто там так много говорит, уши горят",0
а мне смс не доходят(,0
"Странный ты, поздравил",0
"Ребята,предупредите своих бабушек и дедушек,что по России ходят люди которые обманывают пенсионеров, моя отдала 3000 рублей",0
вы меня достали ребят!!! выходить из за вас на улицу не могу выйти... надоели слухи пускать....((((((,0
"Развлекаюсь. Коту дал валерьянки, его торкнуло, а меня нет",0
Как же мне плохо сейчас на работе. Тот коктейль был лишним,0
"у меня ноги аш трясутся, помоему 120 приседаний это для меня слишком много",0
"Я посмотрел свои фотки в ""twitter"" и понял, что фоткаю сюда всякую ерунду :|",0
((тлен...а я??а у меня неразбериха какая то.выпьешь??/протянл вискарь/,0
"Печально..ну не знаю, в Москве бы не вернули, но подождать денёк можно. Будем надеяться на лучшее",0
Нехорошие люли,0
"Зачем меня в 5 утра будить? .. Катя со своими тусовками уже достала!!! Кто-нибудь, заберите меня на 2 дня к себе :(",0
"Тоня, надоел со своей пошлостью, ну честно...",0
"Очень милый человек сидит рядом, но нет, ты лучше:(",0
"Я заболел и у меня очень сильно голова болит, я ничего сегодня не ел",0
"Горло очень болит, даже говорить не могу. Доброе утро, блин.",0
Что-то я так понимаю . Я такой же наивный.,0
"ты лавки толстого больше,чем меня - обидненько :(",0
А С МОИХ  НЕ ОРЕШЬ(((((,0
Ещё один хит обломали нам,0
"Кто там главный ,попроси",0
"Нет вот какого я жду??аа??так пора с этим заканчивать! Все, братан, иди мне плевать! Но...но...ты же такой... красивый(((",0
"Ой, сосед увидел, через окно, как я пою. Представляю как ему теперь смешно, ведь я такое лицо делала, будто очень крутая.",0
ты сам с собою говоришь,0
"Это больно Нит, это очень больно. Дай мне этого Зейна и ты прощена. Но нет Господи:((( я плачу",0
"Затишье перед бурей,нам всем конец",0
"Вау, как же смешно.",0
Опять один человек настроение испортил. Вандюшки спасайте,0
"До нг было 49, а сейчас 52 это очень много, надо начинать худеть",0
Все нормальные люди дома сидят а мы работаем,0
"Ты бесжалостный человек, если не плакал!((",0
"нит, я сказал, что мы все друзья, а не ты не витя не увидели твит(((((((",0
"у всех снег, а у меня весна и погода плохая, хоть бы снежка немножко: """"((ей, чувак, поделись снегом?",0
Мне надоело очень моё имя в вк!!! И оно не меняется! Хоть страницу удаляй:(,0
"Зачем ты мне писал, зачем знакомился",0
Меня бесит это,0
"Мне скучно , я хочу выпендриться перед кем нибудь , но не перед кем",0
"Стой у меня вот нет рисунков, вот я и не кинул",0
Не злись. Большие неприятности. Мы им не нужны.,0
ВЫБРОСИ СКАЗАЛА!ХОЧЕШЬ КИНУТЬ ВНУЧКУ В ЭТОМ ЖЕСТОКОМ МИРЕ????,0
как же я тебе завидую! Знаешь что? я желаю тебе в новом году крепкого здоровья!,0
Потому-то мама не разрешает мне есть,0
"Со всей этой ерундой в стране, боюсь своих отпускать в Ростов, а они сегодня уже уезжают",0
Даже мухи размножаются а я нет,0
я же живу не в Москве даже не в России у меня только 22:52((((((,0
не спасет. Я атеист :-(,0
"Не думала я, что так все будет",0
"Не нужно радоваться раньше времени, теперь я не получу педалборд на новый год",0
почему  люди столько врут даже не замечая того,0
"КОНТАКТ, КАК ТЫ ВЫЧИСЛИЛ МОИ СЛАБОСТИ",0
Какой же ты приставучий,0
"Я такой пьяный. Ой, я же не пью",0
как же у меня опять живот болит,0
Эта паскудная мандаринка не чистится,0
